군번,이름,1지망 특기번호,1지망 점수,2지망 특기번호,2지망 점수,3지망 특기번호,3지망 점수,색맹 여부,아토피 여부,16110,17110,18110,18111,18210,18310,25110,46110,46111,46112,46210,55110,55610,55910,67110,70110,80110,80210,81110
25-70011375,박서준,81110,853032.52,16110,854465.77,17110,854490.66,,,,,,,,,,,,,,,,,,,,,
25-70011376,서지후,81110,854582.54,16110,852474.69,17110,854485.73,,,,,,,,,,,,,,,,,,,,,
25-70011377,최준우,81110,853363.00,16110,854080.25,17110,852340.95,,,,,,,,,,,,,,,,,,,,,
25-70011378,강민준,81110,851536.80,16110,853516.03,17110,851873.67,,,,,,,,,,,,,,,,,,,,,
25-70011379,오도현,81110,854227.18,16110,852817.42,17110,854381.09,,,,,,,,,,,,,,,,,,,,,
25-70011380,한우진,81110,851089.42,16110,851146.03,17110,851155.30,,,,,,,,,,,,,,,,,,,,,
25-70011381,전시우,81110,853964.88,16110,853931.26,17110,853653.14,,,,,,,,,,,,,,,,,,,,,
25-70011382,황현우,81110,854713.27,16110,854350.28,17110,853915.53,,,,,,,,,,,,,,,,,,,,,
25-70011383,서주원,81110,853390.14,16110,853610.63,17110,138.33,,,,,,,,,,,,,,,,,,,,,
25-70011384,신유준,81110,853613.84,16110,852933.24,17110,852761.50,,,,,,,,,,,,,,,,,,,,,
25-70011385,안주원,81110,854115.10,16110,851012.80,17110,851434.94,,,,,,,,,,,,,,,,,,,,,
25-70011386,권지호,81110,853187.14,16110,852913.62,17110,851500.61,,,,,,,,,,,,,,,,,,,,,
25-70011387,오지호,81110,854755.16,16110,854098.03,17110,852406.78,,,,,,,,,,,,,,,,,,,,,
25-70011388,이현우,81110,854046.43,16110,853625.73,17110,853247.57,,,,,,,,,,,,,,,,,,,,,
25-70011389,강연우,81110,853387.21,16110,851696.98,17110,854366.27,,,,,,,,,,,,,,,,,,,,,
25-70011390,송지훈,81110,854679.10,16110,851664.39,17110,854017.86,,,,,,,,,,,,,,,,,,,,,
25-70011391,전현준,81110,854914.11,16110,854951.13,17110,854151.48,,,,,,,,,,,,,,,,,,,,,
25-70011392,이유준,81110,852718.89,16110,851497.98,17110,851973.12,,,,,,,,,,,,,,,,,,,,,
25-70011393,서준서,81110,851488.56,16110,854534.06,17110,853218.38,,,,,,,,,,,,,,,,,,,,,
25-70011394,안현준,81110,853210.47,16110,852519.21,17110,851117.76,,,,,,,,,,,,,,,,,,,,,
25-70011395,최예준,81110,853670.69,16110,851643.62,17110,853074.26,,,,,,,,,,,,,,,,,,,,,
25-70011396,오지호,81110,853211.73,16110,853761.82,17110,852110.34,,,,,,,,,,,,,,,,,,,,,
25-70011397,임도현,81110,852691.43,16110,853245.57,17110,852413.17,,,,,,,,,,,,,,,,,,,,,
25-70011398,최현우,81110,852451.65,16110,851635.46,17110,851883.71,,,,,,,,,,,,,,,,,,,,,
25-70011399,최유준,81110,852428.52,16110,851416.30,17110,854567.47,,,,,,,,,,,,,,,,,,,,,
25-70011400,조준서,81110,852750.27,16110,854009.33,17110,852854.14,,,,,,,,,,,,,,,,,,,,,
25-70011401,권주원,81110,851982.65,16110,852702.43,17110,854689.42,,,,,,,,,,,,,,,,,,,,,
25-70011402,홍주원,81110,854994.69,16110,853402.86,17110,853574.01,,,,,,,,,,,,,,,,,,,,,
25-70011403,서주원,81110,854467.94,16110,854679.70,17110,852598.46,,,,,,,,,,,,,,,,,,,,,
25-70011404,송건우,81110,852110.83,16110,853866.08,17110,853579.40,,,,,,,,,,,,,,,,,,,,,
25-70011405,한예준,81110,852982.12,16110,854311.74,17110,854516.28,,,,,,,,,,,,,,,,,,,,,
25-70011406,최서준,81110,853829.60,16110,852131.75,17110,853463.58,,,,,,,,,,,,,,,,,,,,,
25-70011407,황우진,81110,852779.03,16110,854956.47,17110,853892.71,,,,,,,,,,,,,,,,,,,,,
25-70011408,안하준,81110,854427.92,16110,852846.10,17110,851474.08,,,,,,,,,,,,,,,,,,,,,
25-70011409,장우진,81110,851896.05,16110,854119.98,17110,854169.07,,,,,,,,,,,,,,,,,,,,,
25-70011410,권서진,81110,853277.22,16110,852405.39,17110,853229.87,,,,,,,,,,,,,,,,,,,,,
25-70011411,장우진,81110,851662.89,16110,853836.28,17110,851762.25,,,,,,,,,,,,,,,,,,,,,
25-70011412,송민준,81110,852225.48,16110,852364.28,17110,851016.98,,,,,,,,,,,,,,,,,,,,,
25-70011413,최서준,81110,852689.20,16110,854320.38,17110,851695.09,,,,,,,,,,,,,,,,,,,,,
25-70011414,홍시우,81110,852556.74,16110,854185.53,17110,853130.02,,,,,,,,,,,,,,,,,,,,,
25-70011415,윤주원,81110,852734.41,16110,852842.69,17110,854418.89,,,,,,,,,,,,,,,,,,,,,
25-70011416,이지훈,81110,851299.92,16110,852805.88,17110,853977.31,,,,,,,,,,,,,,,,,,,,,
25-70011417,최지훈,81110,853498.46,16110,851348.08,17110,853967.58,,,,,,,,,,,,,,,,,,,,,
25-70011418,홍지호,81110,853108.29,16110,853375.35,17110,853258.78,,,,,,,,,,,,,,,,,,,,,
25-70011419,조주원,81110,854574.54,16110,852005.48,17110,852295.41,,,,,,,,,,,,,,,,,,,,,
25-70011420,신지훈,81110,853676.09,16110,854175.12,17110,851540.47,,,,,,,,,,,,,,,,,,,,,
25-70011421,정민재,81110,852482.31,16110,853699.25,17110,853517.62,,,,,,,,,,,,,,,,,,,,,
25-70011422,김지후,81110,853659.24,16110,851846.66,17110,854771.97,,,,,,,,,,,,,,,,,,,,,
25-70011423,신우진,81110,854442.27,16110,853812.16,17110,852814.11,,,,,,,,,,,,,,,,,,,,,
25-70011424,장건우,81110,853147.89,16110,853254.70,17110,851942.36,,,,,,,,,,,,,,,,,,,,,
25-70011425,조서준,81110,853201.77,16110,854343.86,17110,853887.02,,,,,,,,,,,,,,,,,,,,,
25-70011426,조지후,81110,851544.83,16110,852495.91,17110,852044.91,,,,,,,,,,,,,,,,,,,,,
25-70011427,한지훈,81110,852343.36,16110,854206.66,17110,854857.85,,,,,,,,,,,,,,,,,,,,,
25-70011428,서준우,81110,851218.41,16110,852838.82,17110,852070.44,,,,,,,,,,,,,,,,,,,,,
25-70011429,송지호,81110,853156.68,16110,854010.04,17110,854698.17,,,,,,,,,,,,,,,,,,,,,
25-70011430,신지훈,81110,852278.88,16110,854517.90,17110,851681.85,,,,,,,,,,,,,,,,,,,,,
25-70011431,이준서,81110,853237.82,16110,852578.73,17110,854372.54,,,,,,,,,,,,,,,,,,,,,
25-70011432,권서준,81110,854856.12,16110,851169.08,17110,851056.70,,,,,,,,,,,,,,,,,,,,,
25-70011433,최현준,81110,852778.34,16110,852365.59,17110,853714.36,,,,,,,,,,,,,,,,,,,,,
25-70011434,권하준,81110,853531.32,16110,854345.07,17110,851775.34,,,,,,,,,,,,,,,,,,,,,
25-70011435,이연우,81110,852348.75,16110,853057.52,17110,851586.35,,,,,,,,,,,,,,,,,,,,,
25-70011436,강도현,81110,852088.95,16110,852403.54,17110,854204.13,,,,,,,,,,,,,,,,,,,,,
25-70011437,전건우,81110,851930.13,16110,853445.87,17110,854360.02,,,,,,,,,,,,,,,,,,,,,
25-70011438,신예준,81110,854474.74,16110,853342.82,17110,851318.01,,,,,,,,,,,,,,,,,,,,,
25-70011439,전건우,81110,854961.82,16110,853697.44,17110,853579.17,,,,,,,,,,,,,,,,,,,,,
25-70011440,임현준,81110,852513.29,16110,853079.15,17110,854164.79,,,,,,,,,,,,,,,,,,,,,
25-70011441,최현우,81110,851152.50,16110,853113.25,17110,851112.38,,,,,,,,,,,,,,,,,,,,,
25-70011442,오준우,81110,852768.85,16110,854976.37,17110,852357.43,,,,,,,,,,,,,,,,,,,,,
25-70011443,최우진,46112,854297.12,55610,851613.30,70110,854866.60,,,,,,,,,,,,,,,,,,,,,
25-70011444,권예준,46112,853272.44,55610,852281.46,70110,851669.10,,,,,,,,,,,,,,,,,,,,,
25-70011445,최건우,46112,851402.50,55610,854188.76,70110,851230.75,,,,,,,,,,,,,,,,,,,,,
25-70011446,안시우,46112,852228.50,55610,853257.09,70110,854029.14,,,,,,,,,,,,,,,,,,,,,
25-70011447,정하준,46112,853899.00,55610,851024.87,70110,854756.92,,,,,,,,,,,,,,,,,,,,,
25-70011448,안준서,46112,851470.41,55610,854844.34,70110,851336.08,,,,,,,,,,,,,,,,,,,,,
25-70011449,박하준,46112,851837.41,55610,853710.08,70110,853382.55,,,,,,,,,,,,,,,,,,,,,
25-70011450,이하준,46112,852415.77,55610,852789.29,70110,854808.47,,,,,,,,,,,,,,,,,,,,,
25-70011451,임서진,46112,853413.96,55610,853127.37,70110,854391.30,,,,,,,,,,,,,,,,,,,,,
25-70011452,박준우,46112,853787.17,55610,853116.18,70110,852810.04,,,,,,,,,,,,,,,,,,,,,
25-70011453,정예준,46112,854379.69,55610,851903.62,70110,851999.64,,,,,,,,,,,,,,,,,,,,,
25-70011454,안예준,46112,852403.42,55610,854142.90,70110,851362.50,,,,,,,,,,,,,,,,,,,,,
25-70011455,박하준,46112,851146.46,55610,852276.18,70110,854633.44,,,,,,,,,,,,,,,,,,,,,
25-70011456,송현준,46112,852559.83,55610,854053.05,70110,852729.12,,,,,,,,,,,,,,,,,,,,,
25-70011457,박우진,46112,853296.80,55610,852471.51,70110,851473.55,,,,,,,,,,,,,,,,,,,,,
25-70011458,한지후,17110,853613.65,81110,852429.62,46112,852782.11,,,,,,,,,,,,,,,,,,,,,
25-70011459,김예준,55610,853893.86,17110,852665.75,70110,854672.64,,,,,,,,,,,,,,,,,,,,,
25-70011460,최유준,16110,852139.44,17110,853316.35,81110,851122.92,,,,,,,,,,,,,,,,,,,,,
25-70011461,이지호,46112,854839.60,16110,852971.65,55610,854006.46,,,,,,,,,,,,,,,,,,,,,
25-70011462,조예준,16110,854537.23,17110,854787.92,70110,851989.05,,,,,,,,,,,,,,,,,,,,,
25-70011463,이지호,16110,852794.42,46112,853977.69,17110,851943.30,,,,,,,,,,,,,,,,,,,,,
25-70011464,전주원,17110,854427.17,70110,854460.96,55610,853223.54,,,,,,,,,,,,,,,,,,,,,
25-70011465,강준서,46112,854880.39,16110,853804.49,17110,854286.88,,,,,,,,,,,,,,,,,,,,,
25-70011466,장준서,17110,853456.69,81110,851393.31,46112,853377.87,,,,,,,,,,,,,,,,,,,,,
25-70011467,정지후,81110,853479.40,70110,852317.12,17110,852229.02,,,,,,,,,,,,,,,,,,,,,
25-70011468,전시우,17110,854978.39,46112,851062.88,70110,854502.65,,,,,,,,,,,,,,,,,,,,,
25-70011469,서예준,55610,852714.65,16110,853931.07,70110,853650.55,,,,,,,,,,,,,,,,,,,,,
25-70011470,홍현준,81110,854442.13,17110,854547.78,16110,853333.52,,,,,,,,,,,,,,,,,,,,,
25-70011471,윤지훈,16110,854585.70,81110,851893.08,17110,852072.50,,,,,,,,,,,,,,,,,,,,,
25-70011472,장건우,46112,853888.65,81110,854728.35,70110,853672.01,,,,,,,,,,,,,,,,,,,,,
25-70011473,권민재,70110,853803.49,46112,852833.33,55610,854482.18,,,,,,,,,,,,,,,,,,,,,
25-70011474,안건우,17110,853081.16,70110,852994.75,46112,852814.91,,,,,,,,,,,,,,,,,,,,,
25-70011475,황현준,17110,851630.13,55610,851476.28,16110,852797.41,,,,,,,,,,,,,,,,,,,,,
25-70011476,안건우,55610,852528.44,16110,851204.51,46112,852706.69,,,,,,,,,,,,,,,,,,,,,
25-70011477,권현우,46112,853566.40,16110,854700.01,17110,854628.24,,,,,,,,,,,,,,,,,,,,,
25-70011478,황시우,46112,851886.50,16110,853714.13,81110,852833.39,,,,,,,,,,,,,,,,,,,,,
25-70011479,김지호,46112,854762.22,55610,852792.89,81110,852361.10,,,,,,,,,,,,,,,,,,,,,
25-70011480,이도현,16110,852455.59,46112,851999.82,70110,852402.16,,,,,,,,,,,,,,,,,,,,,
25-70011481,한연우,81110,854431.64,17110,852390.61,16110,854599.68,,,,,,,,,,,,,,,,,,,,,
25-70011482,윤지호,16110,852989.88,46112,852383.62,70110,852813.38,,,,,,,,,,,,,,,,,,,,,
25-70011483,최주원,17110,853008.11,46112,853625.91,55610,854775.31,,,,,,,,,,,,,,,,,,,,,
25-70011484,이지후,81110,851957.17,46112,852618.15,16110,854306.12,,,,,,,,,,,,,,,,,,,,,
25-70011485,송우진,81110,852729.44,17110,852541.36,46112,853670.76,,,,,,,,,,,,,,,,,,,,,
25-70011486,한서진,70110,852475.84,81110,852112.64,55610,853216.06,,,,,,,,,,,,,,,,,,,,,
25-70011487,김예준,16110,853965.53,55610,852651.56,81110,851280.41,,,,,,,,,,,,,,,,,,,,,
25-70011488,송유준,81110,853626.10,16110,853254.91,55610,851039.08,,,,,,,,,,,,,,,,,,,,,
25-70011489,윤지호,17110,854213.75,55610,854465.30,16110,852691.57,,,,,,,,,,,,,,,,,,,,,
25-70011490,홍건우,81110,854719.08,17110,853825.06,55610,852902.36,,,,,,,,,,,,,,,,,,,,,
25-70011491,홍하준,55610,854435.65,17110,853471.06,70110,852590.83,,,,,,,,,,,,,,,,,,,,,
25-70011492,이하준,16110,854313.39,55610,852575.55,81110,854136.01,,,,,,,,,,,,,,,,,,,,,
25-70011493,임현준,70110,854783.71,81110,853883.54,17110,852797.93,,,,,,,,,,,,,,,,,,,,,
25-70011494,최우진,81110,851607.10,16110,852238.19,46112,852637.85,,,,,,,,,,,,,,,,,,,,,
25-70011495,이주원,81110,851284.78,46112,851601.61,17110,853792.23,,,,,,,,,,,,,,,,,,,,,
25-70011496,송민재,70110,852008.95,46112,852990.19,55610,852588.31,,,,,,,,,,,,,,,,,,,,,
25-70011497,안지훈,70110,852537.68,46112,852966.21,55610,854664.37,,,,,,,,,,,,,,,,,,,,,
25-70011498,홍민재,16110,852870.13,81110,852556.02,46112,851566.63,,,,,,,,,,,,,,,,,,,,,
25-70011499,조도현,70110,851336.30,17110,851436.93,16110,851061.14,,,,,,,,,,,,,,,,,,,,,
25-70011500,윤준우,81110,853035.10,17110,854446.67,16110,854286.05,,,,,,,,,,,,,,,,,,,,,
25-70011501,강건우,16110,853338.10,17110,851266.41,70110,851885.19,,,,,,,,,,,,,,,,,,,,,
25-70011502,송민준,81110,852169.15,70110,854335.99,16110,851773.76,,,,,,,,,,,,,,,,,,,,,
25-70011503,김도현,70110,853718.59,81110,851219.93,16110,853085.14,,,,,,,,,,,,,,,,,,,,,
25-70011504,조하준,81110,851822.67,16110,852740.41,70110,854534.79,,,,,,,,,,,,,,,,,,,,,
25-70011505,황건우,46112,852145.79,17110,852691.94,81110,852315.99,,,,,,,,,,,,,,,,,,,,,
25-70011506,임현준,81110,852879.82,70110,854444.03,17110,854068.28,,,,,,,,,,,,,,,,,,,,,
25-70011507,강유준,16110,852493.65,17110,851156.48,70110,853335.54,,,,,,,,,,,,,,,,,,,,,
25-70011508,조시우,17110,852343.97,16110,852636.69,81110,852681.93,,,,,,,,,,,,,,,,,,,,,
25-70011509,윤우진,46112,853842.24,55610,853277.79,70110,852619.72,,,,,,,,,,,,,,,,,,,,,
25-70011510,송건우,16110,853694.50,17110,854597.25,70110,854964.96,,,,,,,,,,,,,,,,,,,,,
25-70011511,조민준,17110,854776.99,46112,853702.41,81110,854243.48,,,,,,,,,,,,,,,,,,,,,
25-70011512,홍서준,70110,853968.13,46112,852551.68,55610,853238.88,,,,,,,,,,,,,,,,,,,,,
25-70011513,최민준,17110,854490.94,70110,854074.30,55610,854411.53,,,,,,,,,,,,,,,,,,,,,
25-70011514,장우진,46112,851188.69,81110,851929.60,55610,851005.45,,,,,,,,,,,,,,,,,,,,,
25-70011515,강현준,55610,851030.92,46112,853745.85,81110,851401.74,,,,,,,,,,,,,,,,,,,,,
25-70011516,홍도현,46112,854495.94,55610,851839.58,16110,852941.75,,,,,,,,,,,,,,,,,,,,,
25-70011517,박우진,81110,852191.85,46112,852097.17,16110,854391.79,,,,,,,,,,,,,,,,,,,,,
25-70011518,김건우,70110,853647.63,81110,852142.27,46112,854952.09,,,,,,,,,,,,,,,,,,,,,
25-70011519,박건우,81110,854135.51,16110,852914.10,17110,851344.29,,,,,,,,,,,,,,,,,,,,,
25-70011520,권민준,17110,851485.65,55610,854954.74,81110,851229.15,,,,,,,,,,,,,,,,,,,,,
25-70011521,전민준,46112,854824.32,17110,852754.00,70110,854924.60,,,,,,,,,,,,,,,,,,,,,
25-70011522,최준서,17110,851202.60,70110,851505.05,16110,851008.57,,,,,,,,,,,,,,,,,,,,,
25-70011523,황민재,81110,853218.42,17110,851635.26,55610,853896.96,,,,,,,,,,,,,,,,,,,,,
25-70011524,한건우,17110,853606.95,81110,852572.26,70110,854732.31,,,,,,,,,,,,,,,,,,,,,
25-70011525,황주원,70110,853111.72,55610,853708.25,81110,852663.62,,,,,,,,,,,,,,,,,,,,,
25-70011526,김지호,70110,852469.27,17110,852534.29,81110,854304.59,,,,,,,,,,,,,,,,,,,,,
25-70011527,신서준,55610,853394.58,17110,852655.71,81110,854206.21,,,,,,,,,,,,,,,,,,,,,
25-70011528,안서준,16110,851467.16,17110,854684.12,55610,852935.46,,,,,,,,,,,,,,,,,,,,,
25-70011529,윤하준,81110,854055.43,16110,853392.16,70110,852652.63,,,,,,,,,,,,,,,,,,,,,
25-70011530,홍민재,55610,852710.88,46112,851971.52,16110,854710.03,,,,,,,,,,,,,,,,,,,,,
25-70011531,정유준,46112,851377.42,17110,852339.40,70110,854478.86,,,,,,,,,,,,,,,,,,,,,
25-70011532,강현준,46112,854996.81,55610,852154.45,17110,852797.54,,,,,,,,,,,,,,,,,,,,,
25-70011533,권민준,70110,851053.84,17110,853973.35,55610,852634.81,,,,,,,,,,,,,,,,,,,,,
25-70011534,이지후,17110,852045.68,70110,852208.82,55610,853930.91,,,,,,,,,,,,,,,,,,,,,
25-70011535,장건우,46112,851887.16,81110,851712.92,16110,852855.90,,,,,,,,,,,,,,,,,,,,,
25-70011536,오지호,55610,852234.60,16110,853194.53,70110,851587.25,,,,,,,,,,,,,,,,,,,,,
25-70011537,황지훈,81110,852673.86,17110,853575.76,46112,853534.41,,,,,,,,,,,,,,,,,,,,,
25-70011538,박민준,46112,852810.10,17110,853487.38,70110,851073.24,,,,,,,,,,,,,,,,,,,,,
25-70011539,김준서,55610,851449.72,46112,851395.44,16110,851460.01,,,,,,,,,,,,,,,,,,,,,
25-70011540,임지훈,70110,854237.11,46112,854396.99,55610,853146.78,,,,,,,,,,,,,,,,,,,,,
25-70011541,한하준,46112,851081.80,81110,853333.73,17110,854549.55,,,,,,,,,,,,,,,,,,,,,
25-70011542,최하준,81110,852274.28,16110,851189.95,70110,851278.71,,,,,,,,,,,,,,,,,,,,,
25-70011543,강연우,81110,853899.85,55610,854160.25,16110,854074.33,,,,,,,,,,,,,,,,,,,,,
25-70011544,박지호,81110,851925.20,70110,851968.36,16110,851851.74,,,,,,,,,,,,,,,,,,,,,
25-70011545,홍현준,70110,851256.30,46112,854428.12,81110,853254.97,,,,,,,,,,,,,,,,,,,,,
25-70011546,홍준서,55610,853633.72,70110,851928.45,17110,851558.84,,,,,,,,,,,,,,,,,,,,,
25-70011547,홍건우,70110,853478.15,81110,851155.05,55610,853754.33,,,,,,,,,,,,,,,,,,,,,
25-70011548,박유준,17110,852814.74,55610,853174.25,70110,851433.35,,,,,,,,,,,,,,,,,,,,,
25-70011549,송지후,81110,852651.67,16110,854184.92,46112,852425.65,,,,,,,,,,,,,,,,,,,,,
25-70011550,안연우,17110,851735.85,55610,853991.66,81110,854039.87,,,,,,,,,,,,,,,,,,,,,
25-70011551,최지호,16110,854684.34,46112,851876.32,81110,854749.45,,,,,,,,,,,,,,,,,,,,,
25-70011552,임준우,16110,852092.17,81110,854019.45,17110,854218.80,,,,,,,,,,,,,,,,,,,,,
25-70011553,전지호,16110,852597.64,55610,854010.03,70110,853583.04,,,,,,,,,,,,,,,,,,,,,
25-70011554,임서진,55610,852999.63,70110,854131.29,17110,853233.59,,,,,,,,,,,,,,,,,,,,,
25-70011555,윤현준,81110,851926.92,16110,854689.79,55610,853192.10,,,,,,,,,,,,,,,,,,,,,
25-70011556,신지훈,81110,851333.92,70110,854313.10,16110,851014.64,,,,,,,,,,,,,,,,,,,,,
25-70011557,권지호,70110,853523.38,81110,852363.25,46112,854098.61,,,,,,,,,,,,,,,,,,,,,
25-70011558,황지호,70110,851124.59,55610,852327.19,46112,852032.73,,,,,,,,,,,,,,,,,,,,,
25-70011559,장민재,46112,853501.96,70110,853722.14,17110,854568.87,,,,,,,,,,,,,,,,,,,,,
25-70011560,박예준,46112,852291.61,70110,853138.83,16110,853499.98,,,,,,,,,,,,,,,,,,,,,
25-70011561,윤유준,16110,852904.06,81110,851478.30,46112,852646.62,,,,,,,,,,,,,,,,,,,,,
25-70011562,김우진,46112,854794.02,17110,851978.65,55610,854413.54,,,,,,,,,,,,,,,,,,,,,
25-70011563,윤주원,70110,851312.48,55610,852025.43,16110,851222.53,,,,,,,,,,,,,,,,,,,,,
25-70011564,조서진,70110,852052.04,16110,853265.46,81110,853913.28,,,,,,,,,,,,,,,,,,,,,
25-70011565,한민준,70110,853979.52,46112,854742.67,17110,852698.75,,,,,,,,,,,,,,,,,,,,,
25-70011566,홍연우,16110,852537.80,46112,853657.57,70110,853561.31,,,,,,,,,,,,,,,,,,,,,
25-70011567,황유준,81110,852421.44,46112,852841.73,70110,851381.44,,,,,,,,,,,,,,,,,,,,,
25-70011568,홍준서,55610,852725.06,46112,851205.86,16110,851857.18,,,,,,,,,,,,,,,,,,,,,
25-70011569,송지후,55610,852400.50,17110,853461.19,16110,853169.66,,,,,,,,,,,,,,,,,,,,,
25-70011570,김서준,46112,853979.14,16110,854021.66,70110,851095.88,,,,,,,,,,,,,,,,,,,,,
25-70011571,전서진,55610,853473.53,81110,854384.50,16110,852087.65,,,,,,,,,,,,,,,,,,,,,
25-70011572,홍주원,16110,852081.24,70110,854589.21,17110,851437.01,,,,,,,,,,,,,,,,,,,,,
25-70011573,박지호,55610,852493.49,46112,851061.40,70110,854516.06,,,,,,,,,,,,,,,,,,,,,
25-70011574,황지호,16110,851486.15,55610,853317.44,70110,854592.31,,,,,,,,,,,,,,,,,,,,,
25-70011575,한지호,46112,851549.32,70110,851247.23,17110,852546.53,,,,,,,,,,,,,,,,,,,,,
25-70011576,정민재,55610,851735.90,16110,852203.61,81110,853916.35,,,,,,,,,,,,,,,,,,,,,
25-70011577,윤건우,81110,853182.52,17110,854167.40,55610,851948.03,,,,,,,,,,,,,,,,,,,,,
25-70011578,오준우,16110,853939.75,55610,853857.71,70110,851728.08,,,,,,,,,,,,,,,,,,,,,
25-70011579,한서진,70110,852134.16,17110,854175.48,46112,853165.81,,,,,,,,,,,,,,,,,,,,,
25-70011580,최현준,46112,854437.51,81110,853598.60,70110,853806.75,,,,,,,,,,,,,,,,,,,,,
25-70011581,이지호,16110,853190.77,70110,852168.92,55610,851875.46,,,,,,,,,,,,,,,,,,,,,
25-70011582,박지훈,46112,851368.46,17110,854997.90,16110,853896.50,,,,,,,,,,,,,,,,,,,,,
25-70011583,한지호,55610,853104.95,81110,854801.33,70110,853849.88,,,,,,,,,,,,,,,,,,,,,
25-70011584,장준서,55610,852893.00,46112,851501.09,16110,851301.13,,,,,,,,,,,,,,,,,,,,,
25-70011585,황준우,55610,852552.74,17110,854753.26,46112,854279.21,,,,,,,,,,,,,,,,,,,,,
25-70011586,신시우,17110,851276.47,70110,851038.90,16110,851981.99,,,,,,,,,,,,,,,,,,,,,
25-70011587,정지호,16110,853769.69,55610,853921.34,70110,852838.87,,,,,,,,,,,,,,,,,,,,,
25-70011588,윤준서,46112,852044.66,81110,852519.75,55610,851210.82,,,,,,,,,,,,,,,,,,,,,
25-70011589,임건우,46112,854625.24,17110,851656.38,70110,851586.53,,,,,,,,,,,,,,,,,,,,,
25-70011590,이지후,81110,852614.05,55610,854606.43,16110,851545.78,,,,,,,,,,,,,,,,,,,,,
25-70011591,서현준,55610,853185.38,81110,853925.09,17110,853090.79,,,,,,,,,,,,,,,,,,,,,
25-70011592,김민준,17110,851130.26,70110,853765.82,55610,851815.75,,,,,,,,,,,,,,,,,,,,,
25-70011593,권서진,81110,854076.13,70110,851398.63,17110,852903.88,,,,,,,,,,,,,,,,,,,,,
25-70011594,정하준,81110,851679.68,46112,851251.60,55610,851806.38,,,,,,,,,,,,,,,,,,,,,
25-70011595,홍우진,81110,853163.09,55610,853245.31,17110,854922.62,,,,,,,,,,,,,,,,,,,,,
25-70011596,정건우,55610,852548.62,70110,853375.81,17110,851423.87,,,,,,,,,,,,,,,,,,,,,
25-70011597,조현우,55610,852789.82,70110,852962.30,81110,852014.23,,,,,,,,,,,,,,,,,,,,,
25-70011598,박연우,55610,854270.58,70110,851109.72,46112,854664.05,,,,,,,,,,,,,,,,,,,,,
25-70011599,홍도현,55610,852250.80,81110,853372.68,16110,854751.22,,,,,,,,,,,,,,,,,,,,,
25-70011600,장민준,16110,854880.04,70110,851203.16,81110,854211.41,,,,,,,,,,,,,,,,,,,,,
25-70011601,황주원,70110,851853.72,17110,851428.83,16110,853610.92,,,,,,,,,,,,,,,,,,,,,
25-70011602,장지후,17110,854074.84,55610,851691.48,16110,852135.43,,,,,,,,,,,,,,,,,,,,,
25-70011603,황하준,17110,854758.01,46112,851074.67,55610,854585.04,,,,,,,,,,,,,,,,,,,,,
25-70011604,김지훈,81110,854579.28,17110,852335.70,70110,852344.86,,,,,,,,,,,,,,,,,,,,,
25-70011605,김지후,81110,854947.95,70110,854841.17,17110,854213.07,,,,,,,,,,,,,,,,,,,,,
25-70011606,안하준,81110,854877.47,16110,851312.33,46112,854223.59,,,,,,,,,,,,,,,,,,,,,
